BikeAge,BikeAlcDrg,BikeInjury,BikeRace,BikeSex,SpeedLimit
13,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
33,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
40,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
8,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
37,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
40,No,B: Suspected Minor Injury,White,Male,5 - 15 MPH
54,No,C: Possible Injury,White,Male,30 - 35  MPH
22,No,B: Suspected Minor Injury,White,Male,5 - 15 MPH
12,No,C: Possible Injury,White,Female,20 - 25  MPH
45,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,White,Male,30 - 35  MPH
33,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,30 - 35  MPH
21,No,C: Possible Injury,White,Male,30 - 35  MPH
24,No,O: No Injury,White,Male,30 - 35  MPH
17,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
30,No,C: Possible Injury,White,Female,30 - 35  MPH
29,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
36,No,C: Possible Injury,Black,Male,40 - 45  MPH
8,No,C: Possible Injury,White,Male,50 - 55  MPH
24,No,C: Possible Injury,White,Female,30 - 35  MPH
62,No,C: Possible Injury,Black,Male,50 - 55  MPH
37,Unknown,C: Possible Injury,White,Male,30 - 35  MPH
52,No,B: Suspected Minor Injury,Native American,Male,30 - 35  MPH
54,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
25,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
7,No,B: Suspected Minor Injury,White,Male,5 - 15 MPH
39,No,O: No Injury,Black,Female,30 - 35  MPH
18,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
69,No,K: Killed,White,Male,50 - 55  MPH
999,Unknown,Unknown Injury,Unknown/Missing,Unknown,5 - 15 MPH
53,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
45,No,C: Possible Injury,Hispanic,Male,50 - 55  MPH
57,No,O: No Injury,Black,Male,30 - 35  MPH
34,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
29,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
20,No,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
12,No,B: Suspected Minor Injury,White,Female,20 - 25  MPH
53,No,C: Possible Injury,Black,Male,40 - 45  MPH
37,No,C: Possible Injury,White,Male,40 - 45  MPH
4,No,C: Possible Injury,Black,Male,30 - 35  MPH
54,No,C: Possible Injury,White,Male,50 - 55  MPH
5,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
50,No,B: Suspected Minor Injury,White,Female,20 - 25  MPH
21,No,C: Possible Injury,White,Male,50 - 55  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,20 - 25  MPH
23,No,C: Possible Injury,White,Male,5 - 15 MPH
26,No,C: Possible Injury,White,Female,30 - 35  MPH
36,No,C: Possible Injury,Asian,Female,30 - 35  MPH
21,No,O: No Injury,Unknown/Missing,Male,30 - 35  MPH
11,No,C: Possible Injury,Black,Male,20 - 25  MPH
42,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,Black,Male,30 - 35  MPH
21,No,C: Possible Injury,Hispanic,Male,30 - 35  MPH
39,No,C: Possible Injury,Asian,Female,20 - 25  MPH
63,No,C: Possible Injury,White,Male,30 - 35  MPH
26,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
41,No,C: Possible Injury,Black,Male,40 - 45  MPH
14,No,C: Possible Injury,Black,Male,30 - 35  MPH
61,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
39,No,C: Possible Injury,Black,Male,40 - 45  MPH
18,No,C: Possible Injury,Black,Male,30 - 35  MPH
48,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,Black,Male,30 - 35  MPH
20,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
48,No,C: Possible Injury,Hispanic,Female,20 - 25  MPH
55,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
40,No,C: Possible Injury,White,Male,40 - 45  MPH
24,No,C: Possible Injury,White,Male,30 - 35  MPH
30,No,C: Possible Injury,White,Male,30 - 35  MPH
57,No,C: Possible Injury,White,Male,20 - 25  MPH
14,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
16,No,C: Possible Injury,Black,Female,50 - 55  MPH
19,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
50,No,C: Possible Injury,White,Male,40 - 45  MPH
54,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
50,No,C: Possible Injury,White,Male,50 - 55  MPH
31,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
60,No,K: Killed,White,Male,40 - 45  MPH
34,No,C: Possible Injury,White,Male,40 - 45  MPH
12,No,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
32,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
19,No,B: Suspected Minor Injury,Hispanic,Male,40 - 45  MPH
46,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
8,No,C: Possible Injury,White,Female,20 - 25  MPH
25,No,C: Possible Injury,White,Male,20 - 25  MPH
9,No,O: No Injury,Black,Male,30 - 35  MPH
14,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
51,No,O: No Injury,White,Female,30 - 35  MPH
25,No,C: Possible Injury,Black,Male,30 - 35  MPH
9,No,C: Possible Injury,Black,Male,30 - 35  MPH
8,No,O: No Injury,Hispanic,Female,5 - 15 MPH
55,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
49,"Yes-Alcohol, impairment detected",B: Suspected Minor Injury,White,Male,40 - 45  MPH
37,No,C: Possible Injury,Asian,Male,20 - 25  MPH
52,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
56,No,C: Possible Injury,Black,Male,40 - 45  MPH
56,No,A: Suspected Serious Injury,White,Female,40 - 45  MPH
58,No,K: Killed,White,Male,30 - 35  MPH
49,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
45,"Yes-Alcohol, impairment suspected",C: Possible Injury,White,Male,40 - 45  MPH
30,Missing,B: Suspected Minor Injury,White,Male,40 - 45  MPH
63,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
76,No,O: No Injury,White,Male,40 - 45  MPH
56,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
27,No,C: Possible Injury,White,Male,30 - 35  MPH
24,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
5,No,C: Possible Injury,White,Female,Unknown
26,"Yes-Alcohol, impairment suspected",C: Possible Injury,White,Male,30 - 35  MPH
7,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
24,No,C: Possible Injury,White,Male,30 - 35  MPH
39,No,O: No Injury,Black,Male,30 - 35  MPH
24,No,C: Possible Injury,Hispanic,Male,5 - 15 MPH
34,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
31,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
57,No,C: Possible Injury,Black,Male,40 - 45  MPH
11,No,O: No Injury,Black,Male,30 - 35  MPH
6,No,C: Possible Injury,Hispanic,Female,20 - 25  MPH
52,No,C: Possible Injury,White,Female,30 - 35  MPH
31,No,O: No Injury,White,Female,50 - 55  MPH
12,No,C: Possible Injury,Black,Male,30 - 35  MPH
11,No,C: Possible Injury,Black,Female,30 - 35  MPH
14,No,C: Possible Injury,White,Female,30 - 35  MPH
18,No,A: Suspected Serious Injury,White,Male,30 - 35  MPH
45,No,O: No Injury,Black,Male,40 - 45  MPH
44,No,B: Suspected Minor Injury,White,Male,5 - 15 MPH
999,No,O: No Injury,Black,Female,40 - 45  MPH
73,No,O: No Injury,White,Male,30 - 35  MPH
49,No,C: Possible Injury,White,Male,30 - 35  MPH
56,No,C: Possible Injury,Black,Female,30 - 35  MPH
8,No,O: No Injury,Black,Male,20 - 25  MPH
17,No,C: Possible Injury,Black,Male,30 - 35  MPH
22,No,C: Possible Injury,Black,Male,30 - 35  MPH
15,No,B: Suspected Minor Injury,Native American,Male,50 - 55  MPH
39,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
36,No,O: No Injury,White,Male,30 - 35  MPH
26,"Yes-Alcohol, impairment detected",C: Possible Injury,Black,Male,20 - 25  MPH
58,No,C: Possible Injury,White,Male,5 - 15 MPH
20,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
32,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
50,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
11,No,B: Suspected Minor Injury,Black,Male,5 - 15 MPH
49,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
24,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
61,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
30,No,B: Suspected Minor Injury,White,Female,Unknown
34,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
17,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
63,No,B: Suspected Minor Injury,White,Female,5 - 15 MPH
26,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
37,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,White,Male,30 - 35  MPH
26,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
40,"Yes-Alcohol and Drugs, impairment detected",B: Suspected Minor Injury,White,Male,20 - 25  MPH
26,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
61,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
18,No,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
47,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
29,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
52,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
26,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
6,No,B: Suspected Minor Injury,Black,Male,5 - 15 MPH
14,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
34,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,White,Male,40 - 45  MPH
24,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
6,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
54,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
24,No,B: Suspected Minor Injury,White,Male,Unknown
21,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
80,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
28,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
49,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
15,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
17,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
30,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
14,No,B: Suspected Minor Injury,White,Female,50 - 55  MPH
49,Unknown,B: Suspected Minor Injury,White,Male,30 - 35  MPH
50,No,B: Suspected Minor Injury,Hispanic,Male,50 - 55  MPH
45,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
58,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
40,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
49,Unknown,B: Suspected Minor Injury,White,Male,30 - 35  MPH
19,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
51,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
55,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
23,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
14,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
31,No,B: Suspected Minor Injury,White,Female,20 - 25  MPH
57,No,B: Suspected Minor Injury,Other,Male,50 - 55  MPH
75,No,B: Suspected Minor Injury,Hispanic,Male,40 - 45  MPH
14,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
20,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
13,No,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
45,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
49,No,B: Suspected Minor Injury,White,Male,5 - 15 MPH
56,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
12,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
27,No,B: Suspected Minor Injury,Black,Female,5 - 15 MPH
34,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
16,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
16,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
70,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,White,Male,5 - 15 MPH
20,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
42,No,C: Possible Injury,White,Male,40 - 45  MPH
71,No,K: Killed,Black,Male,5 - 15 MPH
52,No,Unknown Injury,Black,Male,40 - 45  MPH
17,No,C: Possible Injury,White,Female,40 - 45  MPH
28,No,O: No Injury,White,Male,30 - 35  MPH
48,No,C: Possible Injury,White,Male,40 - 45  MPH
63,No,O: No Injury,Black,Male,30 - 35  MPH
42,No,O: No Injury,White,Male,30 - 35  MPH
11,No,C: Possible Injury,Hispanic,Male,40 - 45  MPH
22,No,C: Possible Injury,Asian,Male,30 - 35  MPH
53,No,C: Possible Injury,White,Male,30 - 35  MPH
36,"Yes-Alcohol, impairment suspected",K: Killed,Black,Male,30 - 35  MPH
19,No,C: Possible Injury,Black,Male,30 - 35  MPH
60,No,C: Possible Injury,Black,Male,50 - 55  MPH
29,No,C: Possible Injury,White,Male,40 - 45  MPH
16,No,C: Possible Injury,White,Male,40 - 45  MPH
14,No,C: Possible Injury,White,Female,5 - 15 MPH
53,No,C: Possible Injury,Black,Male,30 - 35  MPH
13,No,C: Possible Injury,Black,Male,30 - 35  MPH
33,No,C: Possible Injury,Black,Female,30 - 35  MPH
38,No,C: Possible Injury,White,Male,5 - 15 MPH
24,No,C: Possible Injury,Unknown/Missing,Male,40 - 45  MPH
17,No,C: Possible Injury,White,Female,30 - 35  MPH
25,No,O: No Injury,Hispanic,Male,30 - 35  MPH
45,No,C: Possible Injury,Black,Male,30 - 35  MPH
17,Unknown,Unknown Injury,White,Male,Unknown
47,No,O: No Injury,White,Male,30 - 35  MPH
62,No,O: No Injury,Black,Female,40 - 45  MPH
24,No,C: Possible Injury,White,Female,30 - 35  MPH
12,No,A: Suspected Serious Injury,Black,Male,40 - 45  MPH
16,No,C: Possible Injury,Black,Male,40 - 45  MPH
69,No,C: Possible Injury,Black,Male,30 - 35  MPH
7,No,C: Possible Injury,Hispanic,Male,5 - 15 MPH
55,"Yes-Alcohol, impairment suspected",O: No Injury,Hispanic,Male,30 - 35  MPH
52,No,C: Possible Injury,White,Male,20 - 25  MPH
34,"Yes-Alcohol, impairment suspected",K: Killed,White,Female,40 - 45  MPH
32,No,C: Possible Injury,Black,Male,30 - 35  MPH
48,No,Unknown Injury,Unknown/Missing,Unknown,Unknown
41,No,C: Possible Injury,Hispanic,Male,5 - 15 MPH
6,No,C: Possible Injury,Black,Female,Unknown
29,No,C: Possible Injury,White,Male,50 - 55  MPH
10,No,C: Possible Injury,White,Male,20 - 25  MPH
15,No,C: Possible Injury,White,Male,30 - 35  MPH
67,No,C: Possible Injury,White,Male,40 - 45  MPH
29,No,C: Possible Injury,White,Male,30 - 35  MPH
49,No,A: Suspected Serious Injury,White,Male,50 - 55  MPH
31,No,Unknown Injury,Unknown/Missing,Unknown,20 - 25  MPH
58,No,C: Possible Injury,Black,Male,40 - 45  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,30 - 35  MPH
31,No,O: No Injury,White,Female,30 - 35  MPH
46,No,A: Suspected Serious Injury,White,Male,50 - 55  MPH
25,No,O: No Injury,White,Female,30 - 35  MPH
63,No,C: Possible Injury,White,Male,20 - 25  MPH
26,No,C: Possible Injury,White,Male,40 - 45  MPH
26,No,C: Possible Injury,White,Male,30 - 35  MPH
33,No,C: Possible Injury,Other,Male,50 - 55  MPH
18,No,O: No Injury,White,Male,30 - 35  MPH
52,No,O: No Injury,Black,Male,40 - 45  MPH
6,No,C: Possible Injury,Black,Male,30 - 35  MPH
16,No,C: Possible Injury,White,Male,Unknown
23,No,C: Possible Injury,White,Female,50 - 55  MPH
14,No,C: Possible Injury,Native American,Male,40 - 45  MPH
34,No,C: Possible Injury,White,Female,30 - 35  MPH
58,No,A: Suspected Serious Injury,Black,Male,30 - 35  MPH
56,No,A: Suspected Serious Injury,White,Male,40 - 45  MPH
62,"Yes-Alcohol, impairment suspected",C: Possible Injury,Black,Male,50 - 55  MPH
29,No,O: No Injury,White,Male,30 - 35  MPH
52,No,C: Possible Injury,Black,Male,40 - 45  MPH
57,No,C: Possible Injury,White,Female,30 - 35  MPH
27,No,O: No Injury,Other,Male,30 - 35  MPH
39,No,C: Possible Injury,Black,Male,30 - 35  MPH
38,"Yes-Alcohol, impairment detected",A: Suspected Serious Injury,White,Male,50 - 55  MPH
59,No,C: Possible Injury,Black,Male,Unknown
49,No,A: Suspected Serious Injury,Native American,Male,50 - 55  MPH
45,No,A: Suspected Serious Injury,White,Female,40 - 45  MPH
22,No,C: Possible Injury,White,Female,30 - 35  MPH
58,No,C: Possible Injury,White,Male,50 - 55  MPH
62,"Yes-Alcohol, impairment suspected",C: Possible Injury,Black,Male,20 - 25  MPH
19,No,O: No Injury,Black,Male,30 - 35  MPH
51,No,C: Possible Injury,White,Male,40 - 45  MPH
16,No,C: Possible Injury,White,Male,40 - 45  MPH
19,No,C: Possible Injury,Black,Male,30 - 35  MPH
23,Missing,B: Suspected Minor Injury,White,Male,30 - 35  MPH
61,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
22,No,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
20,Unknown,C: Possible Injury,White,Male,40 - 45  MPH
31,Missing,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
68,No,C: Possible Injury,White,Male,40 - 45  MPH
56,No,C: Possible Injury,White,Female,30 - 35  MPH
20,No,Unknown Injury,Black,Male,30 - 35  MPH
46,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
11,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
999,Missing,Unknown Injury,Hispanic,Male,40 - 45  MPH
14,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
37,Unknown,O: No Injury,Black,Male,40 - 45  MPH
51,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,Black,Female,30 - 35  MPH
999,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
38,Missing,B: Suspected Minor Injury,White,Male,5 - 15 MPH
43,No,O: No Injury,Hispanic,Male,30 - 35  MPH
56,No,C: Possible Injury,Black,Male,5 - 15 MPH
18,Missing,K: Killed,Black,Male,40 - 45  MPH
18,No,O: No Injury,Hispanic,Male,5 - 15 MPH
30,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,Black,Female,30 - 35  MPH
27,Missing,B: Suspected Minor Injury,Hispanic,Female,30 - 35  MPH
20,No,K: Killed,White,Male,50 - 55  MPH
20,No,O: No Injury,White,Male,40 - 45  MPH
24,No,C: Possible Injury,Black,Male,Unknown
26,No,O: No Injury,White,Male,30 - 35  MPH
20,No,O: No Injury,White,Male,30 - 35  MPH
47,No,O: No Injury,Black,Male,20 - 25  MPH
14,Missing,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
24,No,O: No Injury,Black,Male,30 - 35  MPH
20,No,C: Possible Injury,Black,Male,30 - 35  MPH
10,.,C: Possible Injury,White,Female,20 - 25  MPH
28,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
53,.,B: Suspected Minor Injury,Black,Female,30 - 35  MPH
49,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
37,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
5,.,C: Possible Injury,Black,Male,30 - 35  MPH
7,.,C: Possible Injury,Black,Female,30 - 35  MPH
38,.,A: Suspected Serious Injury,Black,Male,5 - 15 MPH
6,.,O: No Injury,White,Male,5 - 15 MPH
36,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
10,.,C: Possible Injury,White,Male,5 - 15 MPH
14,.,C: Possible Injury,Asian,Male,5 - 15 MPH
22,.,O: No Injury,White,Male,30 - 35  MPH
40,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
17,.,C: Possible Injury,Black,Male,Unknown
40,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
48,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
38,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
29,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
55,.,C: Possible Injury,Black,Male,30 - 35  MPH
6,.,C: Possible Injury,Black,Male,50 - 55  MPH
13,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
23,.,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
16,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
70+,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
16,.,C: Possible Injury,Black,Male,5 - 15 MPH
15,.,C: Possible Injury,White,Male,30 - 35  MPH
49,.,O: No Injury,White,Male,50 - 55  MPH
35,.,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
13,.,O: No Injury,Black,Male,40 - 45  MPH
22,.,B: Suspected Minor Injury,White,Female,5 - 15 MPH
53,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
31,.,C: Possible Injury,White,Male,40 - 45  MPH
44,.,C: Possible Injury,Black,Male,30 - 35  MPH
31,.,B: Suspected Minor Injury,Asian,Male,30 - 35  MPH
32,.,C: Possible Injury,Black,Male,5 - 15 MPH
10,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
23,.,B: Suspected Minor Injury,White,Female,30 - 35  MPH
15,.,C: Possible Injury,Black,Male,30 - 35  MPH
15,.,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
42,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
44,.,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
49,.,O: No Injury,Black,Female,Unknown
999,.,Unknown Injury,Unknown/Missing,Unknown,30 - 35  MPH
11,.,C: Possible Injury,Black,Male,30 - 35  MPH
46,.,K: Killed,White,Male,40 - 45  MPH
53,.,O: No Injury,Black,Male,Unknown
14,.,C: Possible Injury,Black,Male,30 - 35  MPH
10,.,C: Possible Injury,Black,Male,20 - 25  MPH
64,.,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
30,.,C: Possible Injury,White,Male,40 - 45  MPH
48,.,C: Possible Injury,Black,Male,40 - 45  MPH
10,.,O: No Injury,White,Male,Unknown
44,.,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
13,.,C: Possible Injury,Black,Male,40 - 45  MPH
33,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
51,.,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
29,.,C: Possible Injury,White,Male,40 - 45  MPH
20,.,B: Suspected Minor Injury,Native American,Female,50 - 55  MPH
29,.,C: Possible Injury,White,Male,30 - 35  MPH
18,.,O: No Injury,White,Male,Unknown
66,.,C: Possible Injury,White,Male,5 - 15 MPH
51,.,C: Possible Injury,Black,Male,Unknown
53,.,B: Suspected Minor Injury,White,Male,30 - 35  MPH
12,.,B: Suspected Minor Injury,White,Male,50 - 55  MPH
59,.,K: Killed,White,Male,50 - 55  MPH
67,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
36,.,C: Possible Injury,White,Male,30 - 35  MPH
22,.,C: Possible Injury,Hispanic,Male,5 - 15 MPH
46,.,B: Suspected Minor Injury,Black,Male,5 - 15 MPH
56,.,C: Possible Injury,White,Male,40 - 45  MPH
9,.,Unknown Injury,Black,Female,30 - 35  MPH
50,.,B: Suspected Minor Injury,White,Male,40 - 45  MPH
19,.,C: Possible Injury,White,Female,30 - 35  MPH
17,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
12,.,O: No Injury,Black,Male,20 - 25  MPH
27,.,B: Suspected Minor Injury,White,Male,50 - 55  MPH
15,.,C: Possible Injury,Black,Male,30 - 35  MPH
52,.,C: Possible Injury,White,Male,50 - 55  MPH
27,.,C: Possible Injury,Black,Male,30 - 35  MPH
34,.,B: Suspected Minor Injury,White,Male,50 - 55  MPH
33,.,C: Possible Injury,Black,Male,40 - 45  MPH
25,.,C: Possible Injury,White,Male,30 - 35  MPH
